SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status,accepted_kew_id,accepted_name,reviewed
AB268069.1,Acidoton urens,398583,genomic DNA,1734,Acidoton urens,337987-1,Euphorbiaceae,Acidoton,urens,,Acidoton urens,SPECIES,Accepted,,,
AB268070.1,Adelia ricinella,316673,genomic DNA,1732,Adelia ricinella,4207-2,Euphorbiaceae,Adelia,ricinella,,Adelia ricinella,SPECIES,Accepted,,,
AB268071.1,Argomuellera macrophylla,316910,genomic DNA,1735,Argomuellera macrophylla,339401-1,Euphorbiaceae,Argomuellera,macrophylla,,Argomuellera macrophylla,SPECIES,Accepted,,,
AB268072.1,Discoglypremna caloneura,316671,genomic DNA,1726,Discoglypremna caloneura,344849-1,Euphorbiaceae,Discoglypremna,caloneura,,Discoglypremna caloneura,SPECIES,Accepted,,,
AB268073.1,Droceloncia rigidifolia,398615,genomic DNA,1731,Droceloncia rigidifolia,344945-1,Euphorbiaceae,Droceloncia,rigidifolia,,Droceloncia rigidifolia,SPECIES,Accepted,,,
AB268074.1,Erythrococca anomala,398631,genomic DNA,1735,Erythrococca anomala,345346-1,Euphorbiaceae,Erythrococca,anomala,,Erythrococca anomala,SPECIES,Accepted,,,
AB268075.1,Lasiocroton macrophyllus,353067,genomic DNA,1734,Lasiocroton macrophyllus,350755-1,Euphorbiaceae,Lasiocroton,macrophyllus,,Lasiocroton macrophyllus,SPECIES,Accepted,,,
AB268076.1,Lasiocroton microphyllus,316680,genomic DNA,1734,Lasiocroton microphyllus,77109489-1,Euphorbiaceae,Lasiocroton,microphyllus,,Lasiocroton microphyllus,SPECIES,Accepted,,,
AB268077.1,Lobanilia bakeriana,316644,genomic DNA,1730,Lobanilia bakeriana,946859-1,Euphorbiaceae,Lobanilia,bakeriana,,Lobanilia bakeriana,SPECIES,Accepted,,,
AB268078.1,Macaranga aleuritoides,212302,genomic DNA,1735,Macaranga aleuritoides,351020-1,Euphorbiaceae,Macaranga,aleuritoides,,Macaranga aleuritoides,SPECIES,Accepted,,,
AB268079.1,Mallotus japonicus,29747,genomic DNA,1713,Mallotus japonicus,351579-1,Euphorbiaceae,Mallotus,japonicus,,Mallotus japonicus,SPECIES,Accepted,,,
AB268080.1,Mareya micrantha,316647,genomic DNA,1735,Mareya micrantha,352062-1,Euphorbiaceae,Mareya,micrantha,,Mareya micrantha,SPECIES,Accepted,,,
AB268081.1,Melanolepis multiglandulosa,212304,genomic DNA,1736,Melanolepis multiglandulosa,352136-1,Euphorbiaceae,Melanolepis,multiglandulosa,,Melanolepis multiglandulosa,SPECIES,Accepted,,,
AB268082.1,Paranecepsia alchorneifolia,316739,genomic DNA,1731,Paranecepsia alchorneifolia,353235-1,Euphorbiaceae,Paranecepsia,alchorneifolia,,Paranecepsia alchorneifolia,SPECIES,Accepted,,,
AB268083.1,Philyra brasiliensis,316617,genomic DNA,1736,Philyra brasiliensis,353418-1,Euphorbiaceae,Philyra,brasiliensis,,Philyra brasiliensis,SPECIES,Accepted,,,
AB268084.1,Plukenetia polyadenia,398636,genomic DNA,1736,Plukenetia polyadenia,203935-2,Euphorbiaceae,Plukenetia,polyadenia,,Plukenetia polyadenia,SPECIES,Accepted,,,
AB268085.1,Seidelia triandra,316656,genomic DNA,1735,Seidelia triandra,356367-1,Euphorbiaceae,Seidelia,triandra,,Seidelia triandra,SPECIES,Accepted,,,
AB268086.1,Speranskia cantonensis,316744,genomic DNA,1736,Speranskia cantonensis,356420-1,Euphorbiaceae,Speranskia,cantonensis,,Speranskia cantonensis,SPECIES,Accepted,,,
AB268087.1,Sumbaviopsis albicans,179704,genomic DNA,1736,Sumbaviopsis albicans,356640-1,Euphorbiaceae,Sumbaviopsis,albicans,,Sumbaviopsis albicans,SPECIES,Accepted,,,
AB268088.1,Tragia betonicifolia,398639,genomic DNA,1736,Tragia betonicifolia,357676-1,Euphorbiaceae,Tragia,betonicifolia,,Tragia betonicifolia,SPECIES,Accepted,,,
AB268089.1,Tragiella anomala,316901,genomic DNA,1736,Tragiella anomala,357921-1,Euphorbiaceae,Tragiella,anomala,,Tragiella anomala,SPECIES,Accepted,,,
AB268090.1,Wetria insignis,398640,genomic DNA,1735,Wetria insignis,358210-1,Euphorbiaceae,Wetria,insignis,,Wetria insignis,SPECIES,Accepted,,,
AB268091.1,Bertya sharpeana,398629,genomic DNA,1736,Bertya sharpeana,936006-1,Euphorbiaceae,Bertya,sharpeana,,Bertya sharpeana,SPECIES,Accepted,,,
AB268092.1,Blachia siamensis,316761,genomic DNA,1736,Blachia siamensis,339944-1,Euphorbiaceae,Blachia,siamensis,,Blachia siamensis,SPECIES,Accepted,,,
AB268093.1,Cnidoscolus aconitifolius,398630,genomic DNA,1736,Cnidoscolus aconitifolius,61821-2,Euphorbiaceae,Cnidoscolus,aconitifolius,,Cnidoscolus aconitifolius,SPECIES,Accepted,,,
AB268094.1,Cocconerion minus,398613,genomic DNA,1736,Cocconerion minus,341806-1,Euphorbiaceae,Cocconerion,minus,,Cocconerion minus,SPECIES,Accepted,,,
AB268095.1,Ditta myricoides,316687,genomic DNA,1736,Ditta myricoides,344932-1,Euphorbiaceae,Ditta,myricoides,,Ditta myricoides,SPECIES,Accepted,,,
AB268096.1,Elateriospermum tapos,212299,genomic DNA,1733,Elateriospermum tapos,345259-1,Euphorbiaceae,Elateriospermum,tapos,,Elateriospermum tapos,SPECIES,Accepted,,,
AB268097.1,Endospermum moluccanum,124827,genomic DNA,1733,Endospermum moluccanum,77176800-1,Euphorbiaceae,Endospermum,moluccanum,,Endospermum moluccanum,SPECIES,Accepted,,,
AB268098.1,Glycydendron amazonicum,316689,genomic DNA,1736,Glycydendron amazonicum,111068-2,Euphorbiaceae,Glycydendron,amazonicum,,Glycydendron amazonicum,SPECIES,Accepted,,,
AB268099.1,Hevea brasiliensis,3981,genomic DNA,1733,Hevea brasiliensis,349913-1,Euphorbiaceae,Hevea,brasiliensis,,Hevea brasiliensis,SPECIES,Accepted,,,
AB268100.1,Klaineanthus gaboniae,316691,genomic DNA,1736,Klaineanthus gaboniae,350711-1,Euphorbiaceae,Klaineanthus,gaboniae,,Klaineanthus gaboniae,SPECIES,Accepted,,,
AB268101.1,Micrandra spruceana,398633,genomic DNA,1736,Micrandra spruceana,159993-2,Euphorbiaceae,Micrandra,spruceana,,Micrandra spruceana,SPECIES,Accepted,,,
AB268102.1,Micrandropsis scleroxylon,398625,genomic DNA,1736,Micrandropsis scleroxylon,159995-2,Euphorbiaceae,Micrandropsis,scleroxylon,,Micrandropsis scleroxylon,SPECIES,Accepted,,,
AB268103.1,Ophellantha spinosa,323091,genomic DNA,1736,Ophellantha spinosa,311248-2,Euphorbiaceae,Ophellantha,spinosa,,Ophellantha spinosa,SPECIES,Accepted,,,
AB268104.1,Ostodes paniculata,124837,genomic DNA,1733,Ostodes paniculata,352623-1,Euphorbiaceae,Ostodes,paniculata,,Ostodes paniculata,SPECIES,Accepted,,,
AB268105.1,Ricinocarpos pinifolius,398637,genomic DNA,1736,Ricinocarpos pinifolius,355235-1,Euphorbiaceae,Ricinocarpos,pinifolius,,Ricinocarpos pinifolius,SPECIES,Accepted,,,
AB268106.1,Suregada aequorea,316818,genomic DNA,1734,Suregada aequorea,356642-1,Euphorbiaceae,Suregada,aequorea,,Suregada aequorea,SPECIES,Accepted,,,
AB268107.1,Suregada glomerulata,316821,genomic DNA,1736,Suregada glomerulata,356667-1,Euphorbiaceae,Suregada,glomerulata,,Suregada glomerulata,SPECIES,Accepted,,,
AB268108.1,Tetrorchidium rubrivenium,398638,genomic DNA,1731,Tetrorchidium rubrivenium,356873-1,Euphorbiaceae,Tetrorchidium,rubrivenium,,Tetrorchidium rubrivenium,SPECIES,Accepted,,,
AB268109.1,Vernicia montana,316732,genomic DNA,1736,Vernicia montana,358199-1,Euphorbiaceae,Vernicia,montana,,Vernicia montana,SPECIES,Accepted,,,
AB268110.1,Adenopeltis serrata,316826,genomic DNA,1736,Adenopeltis serrata,4367-2,Euphorbiaceae,Adenopeltis,serrata,,Adenopeltis serrata,SPECIES,Accepted,,,
AB268111.1,Euphorbia atoto,212286,genomic DNA,1735,Euphorbia atoto,345695-1,Euphorbiaceae,Euphorbia,atoto,,Euphorbia atoto,SPECIES,Accepted,,,
AB268112.1,Hippomane mancinella,316844,genomic DNA,1736,Hippomane mancinella,349995-1,Euphorbiaceae,Hippomane,mancinella,,Hippomane mancinella,SPECIES,Accepted,,,
AB268113.1,Homalanthus nutans,398632,genomic DNA,1733,Homalanthus nutans,350030-1,Euphorbiaceae,Homalanthus,nutans,,Homalanthus nutans,SPECIES,Accepted,,,
AB268114.1,Euphorbia neocrispa,398634,genomic DNA,1736,Euphorbia neocrispa,77074448-1,Euphorbiaceae,Euphorbia,neocrispa,,Euphorbia neocrispa,SPECIES,Accepted,,,
AB268115.1,Euphorbia tithymaloides,212310,genomic DNA,1736,Euphorbia tithymaloides,102036-2,Euphorbiaceae,Euphorbia,tithymaloides,,Euphorbia tithymaloides,SPECIES,Accepted,,,
AB268116.1,Spirostachys africana,316863,genomic DNA,1736,Spirostachys africana,356435-1,Euphorbiaceae,Spirostachys,africana,,Spirostachys africana,SPECIES,Accepted,,,
AB268117.1,Triadica sebifera,139772,genomic DNA,1686,Triadica sebifera,256588-2,Euphorbiaceae,Triadica,sebifera,,Triadica sebifera,SPECIES,Accepted,,,
AB354509.1,Agatea schlechteri,459887,genomic DNA,1736,Agatea schlechteri,866192-1,Violaceae,Agatea,schlechteri,,Agatea schlechteri,SPECIES,Accepted,,,
AB354510.1,Agatea veillonii,459888,genomic DNA,1735,Agatea veillonii,20000211-1,Violaceae,Agatea,veillonii,,Agatea veillonii,SPECIES,Accepted,,,
AB354511.1,Allexis obanensis,459889,genomic DNA,1735,Allexis obanensis,866206-1,Violaceae,Allexis,obanensis,,Allexis obanensis,SPECIES,Accepted,,,
AB354512.1,Amphirrhox surinamensis,212263,genomic DNA,1736,Amphirrhox surinamensis,866404-1,Violaceae,Amphirrhox,longifolia,,Amphirrhox longifolia,SPECIES,Synonym,,,
AB354513.1,Anchietea parvifolia,212265,genomic DNA,1735,Anchietea parvifolia,866411-1,Violaceae,Anchietea,pyrifolia,,Anchietea pyrifolia,SPECIES,Synonym,,,
AB354514.1,Anchietea salutaris,459890,genomic DNA,1735,Anchietea salutaris,866411-1,Violaceae,Anchietea,pyrifolia,,Anchietea pyrifolia,SPECIES,Synonym,,,
AB354516.1,Corynostylis arborea,459893,genomic DNA,1735,Corynostylis arborea,77144891-1,Violaceae,Calyptrion,arboreum,,Calyptrion arboreum,SPECIES,Homotypic_Synonym,,,
AB354517.1,Decorsella paradoxa,317450,genomic DNA,1736,Decorsella paradoxa,851423-1,Violaceae,Decorsella,paradoxa,,Decorsella paradoxa,SPECIES,Accepted,,,
AB354518.1,Fusispermum laxiflorum,459895,genomic DNA,1735,Fusispermum laxiflorum,277277-2,Violaceae,Fusispermum,laxiflorum,,Fusispermum laxiflorum,SPECIES,Accepted,,,
AB354519.1,Fusispermum minutiflorum,459896,genomic DNA,1735,Fusispermum minutiflorum,106443-2,Violaceae,Fusispermum,minutiflorum,,Fusispermum minutiflorum,SPECIES,Accepted,,,
AB354520.1,Gloeospermum dichotomum,459898,genomic DNA,1736,Gloeospermum dichotomum,77183966-1,Violaceae,Leonia,dichotoma,,Leonia dichotoma,SPECIES,Homotypic_Synonym,,,
AB354521.1,Gloeospermum longifolium,459899,genomic DNA,1735,Gloeospermum longifolium,77183721-1,Violaceae,Leonia,longifolia,,Leonia longifolia,SPECIES,Homotypic_Synonym,,,
AB354522.1,Gloeospermum sphaerocarpum,459900,genomic DNA,1735,Gloeospermum sphaerocarpum,77184111-1,Violaceae,Leonia,sphaerocarpa,,Leonia sphaerocarpa,SPECIES,Homotypic_Synonym,,,
AB354523.1,Pombalia bigibbosa,459901,genomic DNA,1735,Pombalia bigibbosa,77143546-1,Violaceae,Pombalia,bigibbosa,,Pombalia bigibbosa,SPECIES,Accepted,,,
AB354524.1,Pombalia calceolaria,459902,genomic DNA,1736,Pombalia calceolaria,77143549-1,Violaceae,Pombalia,calceolaria,,Pombalia calceolaria,SPECIES,Accepted,,,
AB354525.1,Hybanthus elatus,459903,genomic DNA,1736,Hybanthus elatus,77143553-1,Violaceae,Pombalia,glabra,,Pombalia glabra,SPECIES,Synonym,,,
AB354526.1,Hybanthus enneaspermus,212266,genomic DNA,1735,Hybanthus enneaspermus,77150392-1,Violaceae,Afrohybanthus,enneaspermus,,Afrohybanthus enneaspermus,SPECIES,Homotypic_Synonym,,,
AB354527.1,Hybanthus galeottii,459904,genomic DNA,1736,Hybanthus galeottii,124922-2,Violaceae,Hybanthus,galeottii,,Hybanthus galeottii,SPECIES,Accepted,,,
AB354528.1,Isodendrion laurifolium,459906,genomic DNA,1735,Isodendrion laurifolium,866929-1,Violaceae,Isodendrion,laurifolium,,Isodendrion laurifolium,SPECIES,Accepted,,,
AB354529.1,Isodendrion longifolium,459907,genomic DNA,1724,Isodendrion longifolium,866930-1,Violaceae,Isodendrion,longifolium,,Isodendrion longifolium,SPECIES,Accepted,,,
AB354530.1,Leonia crassa,459908,genomic DNA,1735,Leonia crassa,137351-2,Violaceae,Leonia,crassa,,Leonia crassa,SPECIES,Accepted,,,
AB354531.1,Leonia glycycarpa var. racemosa,459909,genomic DNA,1735,Leonia glycycarpa var. racemosa,866960-1,Violaceae,Leonia,racemosa,,Leonia racemosa,SPECIES,Homotypic_Synonym,,,
AB354532.1,Mayanaea caudata,459911,genomic DNA,1734,Mayanaea caudata,77183938-1,Violaceae,Leonia,caudata,,Leonia caudata,SPECIES,Homotypic_Synonym,,,
AB354533.1,Melicytus latifolius,212268,genomic DNA,1735,Melicytus latifolius,169851-3,Violaceae,Melicytus,latifolius,,Melicytus latifolius,SPECIES,Accepted,,,
AB354534.1,Melicytus micranthus,459912,genomic DNA,1735,Melicytus micranthus,866977-1,Violaceae,Melicytus,micranthus,,Melicytus micranthus,SPECIES,Accepted,,,
AB354535.1,Melicytus novae-zelandiae,450840,genomic DNA,1735,Melicytus novae-zelandiae,866979-1,Violaceae,Melicytus,novae-zelandiae,,Melicytus novae-zelandiae,SPECIES,Accepted,,,
AB354536.1,Noisettia orchidiflora,97460,genomic DNA,1736,Noisettia orchidiflora,867015-1,Violaceae,Noisettia,orchidiflora,,Noisettia orchidiflora,SPECIES,Accepted,,,
AB354537.1,Paypayrola grandiflora,459914,genomic DNA,1735,Paypayrola grandiflora,867030-1,Violaceae,Paypayrola,grandiflora,,Paypayrola grandiflora,SPECIES,Accepted,,,
AB354539.1,Rinorea dentata,459916,genomic DNA,1735,Rinorea dentata,867174-1,Violaceae,Rinorea,dentata,,Rinorea dentata,SPECIES,Accepted,,,
AB354540.1,Rinorea ilicifolia,317442,genomic DNA,1735,Rinorea ilicifolia,867242-1,Violaceae,Rinorea,ilicifolia,,Rinorea ilicifolia,SPECIES,Accepted,,,
AB354541.1,Rinorea neglecta,459917,genomic DNA,1735,Rinorea neglecta,221430-2,Violaceae,Rinorea,neglecta,,Rinorea neglecta,SPECIES,Accepted,,,
AB354542.1,Rinorea subintegrifolia,317436,genomic DNA,1735,Rinorea subintegrifolia,867400-1,Violaceae,Rinorea,subintegrifolia,,Rinorea subintegrifolia,SPECIES,Accepted,,,
AB354543.1,Rinoreocarpus ulei,317446,genomic DNA,1735,Rinoreocarpus ulei,77183854-1,Violaceae,Leonia,ulei,,Leonia ulei,SPECIES,Homotypic_Synonym,,,
AB354544.1,Viola philippica,316493,genomic DNA,1736,Viola philippica,868955-1,Violaceae,Viola,philippica,,Viola philippica,SPECIES,Accepted,,,
AB354957.1,Psidium cattleyanum,375274,genomic DNA,1779,Psidium cattleyanum,600760-1,Myrtaceae,Psidium,cattleyanum,,Psidium cattleyanum,SPECIES,Accepted,,,
AB354961.1,Psidium guajava,120290,genomic DNA,1748,Psidium guajava,600841-1,Myrtaceae,Psidium,guajava,,Psidium guajava,SPECIES,Accepted,,,
AB425959.1,Ulva sp. P36,509079,genomic DNA,1765,Ulva sp. P36,330029-2,Cyperaceae,Carex,sp.,,Carex sp.,GENUS,Synonym,,,
AB453784.1,Ephedra equisetina,173280,genomic DNA,1792,Ephedra equisetina,928049-1,Ephedraceae,Ephedra,equisetina,,Ephedra equisetina,SPECIES,Accepted,,,
AB453785.1,Ephedra gerardiana,42328,genomic DNA,1792,Ephedra gerardiana,60470164-2,Ephedraceae,Ephedra,gerardiana,,Ephedra gerardiana,SPECIES,Accepted,,,
AB453786.1,Ephedra intermedia,173278,genomic DNA,1792,Ephedra intermedia,383409-1,Ephedraceae,Ephedra,intermedia,,Ephedra intermedia,SPECIES,Accepted,,,
AB453787.1,Ephedra likiangensis,257426,genomic DNA,1792,Ephedra likiangensis,383413-1,Ephedraceae,Ephedra,likiangensis,,Ephedra likiangensis,SPECIES,Accepted,,,
AB453788.1,Ephedra minuta,173279,genomic DNA,1792,Ephedra minuta,383425-1,Ephedraceae,Ephedra,minuta,,Ephedra minuta,SPECIES,Accepted,,,
AB453789.1,Ephedra monosperma,173276,genomic DNA,1792,Ephedra monosperma,1008173-1,Ephedraceae,Ephedra,monosperma,,Ephedra monosperma,SPECIES,Accepted,,,
AB453790.1,Ephedra przewalskii,257425,genomic DNA,1792,Ephedra przewalskii,383449-1,Ephedraceae,Ephedra,przewalskii,,Ephedra przewalskii,SPECIES,Accepted,,,
AB453791.1,Ephedra regeliana,288823,genomic DNA,1792,Ephedra regeliana,383451-1,Ephedraceae,Ephedra,regeliana,,Ephedra regeliana,SPECIES,Accepted,,,
AB453792.1,Ephedra sinica,33152,genomic DNA,1792,Ephedra sinica,383460-1,Ephedraceae,Ephedra,sinica,,Ephedra sinica,SPECIES,Accepted,,,
AB453793.1,Ephedra sinica,33152,genomic DNA,1792,Ephedra sinica,383460-1,Ephedraceae,Ephedra,sinica,,Ephedra sinica,SPECIES,Accepted,,,
AB453794.1,Ephedra sp. M-ESP1,555516,genomic DNA,1792,Ephedra sp. M-ESP1,328160-2,Ephedraceae,Ephedra,sp.,,Ephedra sp.,GENUS,Accepted,,,
AB536656.1,Adenia gummifera,237833,genomic DNA,1736,Adenia gummifera,674091-1,Passifloraceae,Adenia,gummifera,,Adenia gummifera,SPECIES,Accepted,,,
AB536657.1,Ancistrothyrsus tessmannii,697056,genomic DNA,1736,Ancistrothyrsus tessmannii,12550-2,Passifloraceae,Ancistrothyrsus,tessmannii,,Ancistrothyrsus tessmannii,SPECIES,Accepted,,,
AB536658.1,Androsiphonia adenostegia,697058,genomic DNA,1736,Androsiphonia adenostegia,674212-1,Passifloraceae,Androsiphonia,adenostegia,,Androsiphonia adenostegia,SPECIES,Accepted,,,
AB536659.1,Barteria fistulosa,343952,genomic DNA,1736,Barteria fistulosa,674233-1,Passifloraceae,Barteria,fistulosa,,Barteria fistulosa,SPECIES,Accepted,,,
AB536660.1,Basananthe hanningtoniana,387560,genomic DNA,1736,Basananthe hanningtoniana,674239-1,Passifloraceae,Basananthe,hanningtoniana,,Basananthe hanningtoniana,SPECIES,Accepted,,,
AB536661.1,Basananthe lanceolata,697059,genomic DNA,1736,Basananthe lanceolata,674245-1,Passifloraceae,Basananthe,lanceolata,,Basananthe lanceolata,SPECIES,Accepted,,,
AB536662.1,Basananthe pedata,697060,genomic DNA,1736,Basananthe pedata,674251-1,Passifloraceae,Basananthe,pedata,,Basananthe pedata,SPECIES,Accepted,,,
AB536663.1,Crossostemma laurifolium,697062,genomic DNA,1733,Crossostemma laurifolium,674358-1,Passifloraceae,Crossostemma,laurifolium,,Crossostemma laurifolium,SPECIES,Accepted,,,
AB536664.1,Deidamia bicolor,387563,genomic DNA,1736,Deidamia bicolor,674413-1,Passifloraceae,Deidamia,bicolor,,Deidamia bicolor,SPECIES,Accepted,,,
AB536665.1,Deidamia commersoniana,697063,genomic DNA,1736,Deidamia commersoniana,674416-1,Passifloraceae,Deidamia,commersoniana,,Deidamia commersoniana,SPECIES,Accepted,,,
AB536666.1,Dilkea acuminata,697064,genomic DNA,1736,Dilkea acuminata,674421-1,Passifloraceae,Dilkea,acuminata,,Dilkea acuminata,SPECIES,Accepted,,,
AB536667.1,Dilkea retusa,697065,genomic DNA,1736,Dilkea retusa,674426-1,Passifloraceae,Dilkea,retusa,,Dilkea retusa,SPECIES,Accepted,,,
AB536668.1,Efulensia clematoides,697067,genomic DNA,1736,Efulensia clematoides,674484-1,Passifloraceae,Efulensia,clematoides,,Efulensia clematoides,SPECIES,Accepted,,,
AB536669.1,Erblichia odorata,697079,genomic DNA,1736,Erblichia odorata,836436-1,Passifloraceae,Erblichia,odorata,,Erblichia odorata,SPECIES,Accepted,,,
AB536670.1,Passiflora aurantioides,378244,genomic DNA,1736,Passiflora aurantioides,77102268-1,Passifloraceae,Passiflora,aurantioides,,Passiflora aurantioides,SPECIES,Accepted,,,
AB536671.1,Loewia glutinosa,697081,genomic DNA,1729,Loewia glutinosa,836441-1,Passifloraceae,Loewia,glutinosa,,Loewia glutinosa,SPECIES,Accepted,,,
AB536672.1,Malesherbia ardens,129080,genomic DNA,1736,Malesherbia ardens,149874-2,Passifloraceae,Malesherbia,ardens,,Malesherbia ardens,SPECIES,Accepted,,,
AB536673.1,Malesherbia humilis,129088,genomic DNA,1736,Malesherbia humilis,327214-2,Passifloraceae,Malesherbia,humilis,,Malesherbia humilis,SPECIES,Accepted,,,
AB536674.1,Malesherbia lirana,129092,genomic DNA,1736,Malesherbia lirana,674549-1,Passifloraceae,Malesherbia,lirana,,Malesherbia lirana,SPECIES,Accepted,,,
AB536675.1,Malesherbia paniculata,129095,genomic DNA,1736,Malesherbia paniculata,674552-1,Passifloraceae,Malesherbia,paniculata,,Malesherbia paniculata,SPECIES,Accepted,,,
AB536676.1,Mathurina penduliflora,697083,genomic DNA,1736,Mathurina penduliflora,836445-1,Passifloraceae,Mathurina,penduliflora,,Mathurina penduliflora,SPECIES,Accepted,,,
AB536677.1,Mitostemma glaziovii,697068,genomic DNA,1736,Mitostemma glaziovii,674577-1,Passifloraceae,Mitostemma,glaziovii,,Mitostemma glaziovii,SPECIES,Accepted,,,
AB536678.1,Paropsia brazzaeana,343962,genomic DNA,1736,Paropsia brazzaeana,674730-1,Passifloraceae,Paropsia,brazzaeana,,Paropsia brazzaeana,SPECIES,Accepted,,,
AB536679.1,Paropsia grewioides,697069,genomic DNA,1736,Paropsia grewioides,674735-1,Passifloraceae,Paropsia,grewioides,,Paropsia grewioides,SPECIES,Accepted,,,
AB536680.1,Passiflora sp. Tokuoka NC196,697070,genomic DNA,1736,Passiflora sp. Tokuoka NC196,328300-2,Passifloraceae,Passiflora,sp.,,Passiflora sp.,GENUS,Accepted,,,
AB536681.1,Piriqueta morongii,329223,genomic DNA,1736,Piriqueta morongii,199944-2,Passifloraceae,Piriqueta,morongii,,Piriqueta morongii,SPECIES,Accepted,,,
AB536682.1,Schlechterina mitostemmatoides,697072,genomic DNA,1736,Schlechterina mitostemmatoides,675622-1,Passifloraceae,Schlechterina,mitostemmatoides,,Schlechterina mitostemmatoides,SPECIES,Accepted,,,
AB536683.1,Smeathmannia laevigata,697074,genomic DNA,1736,Smeathmannia laevigata,77183910-1,Passifloraceae,Barteria,laevigata,,Barteria laevigata,SPECIES,Homotypic_Synonym,,,
AB536684.1,Smeathmannia pubescens,697075,genomic DNA,1736,Smeathmannia pubescens,77183791-1,Passifloraceae,Barteria,pubescens,,Barteria pubescens,SPECIES,Homotypic_Synonym,,,
AB536685.1,Stapfiella claoxyloides,697085,genomic DNA,1734,Stapfiella claoxyloides,365981-1,Passifloraceae,Stapfiella,claoxyloides,,Stapfiella claoxyloides,SPECIES,Accepted,,,
AB536686.1,Stapfiella usambarica,697086,genomic DNA,1734,Stapfiella usambarica,836500-1,Passifloraceae,Stapfiella,usambarica,,Stapfiella usambarica,SPECIES,Accepted,,,
AB536687.1,Streptopetalum hildebrandtii,697088,genomic DNA,1729,Streptopetalum hildebrandtii,836503-1,Passifloraceae,Streptopetalum,hildebrandtii,,Streptopetalum hildebrandtii,SPECIES,Accepted,,,
AB536688.1,Streptopetalum serratum,697089,genomic DNA,1734,Streptopetalum serratum,836505-1,Passifloraceae,Streptopetalum,serratum,,Streptopetalum serratum,SPECIES,Accepted,,,
AB536689.1,Passiflora tetrandra,237885,genomic DNA,1736,Passiflora tetrandra,675517-1,Passifloraceae,Passiflora,tetrandra,,Passiflora tetrandra,SPECIES,Accepted,,,
AB536690.1,Tricliceras laceratum,697090,genomic DNA,1734,Tricliceras laceratum,891957-1,Passifloraceae,Tricliceras,schinzii,laceratum,Tricliceras schinzii subsp. laceratum,SUBSPECIES,Homotypic_Synonym,,,
