SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status
AB523532.1,Isodon shikokianus var. occidentalis,425911,genomic DNA,372,Isodon shikokianus var. occidentalis,50985592-1,Lamiaceae,Isodon,shikokianus,occidentalis,Isodon shikokianus var. occidentalis,VARIETY,Accepted
AB523533.1,Plectranthus oertendahlii,204210,genomic DNA,364,Plectranthus oertendahlii,454600-1,Lamiaceae,Plectranthus,oertendahlii,,Plectranthus oertendahlii,SPECIES,Accepted
AB556802.1,Isodon shikokianus var. occidentalis,425911,genomic DNA,346,Isodon shikokianus var. occidentalis,50985592-1,Lamiaceae,Isodon,shikokianus,occidentalis,Isodon shikokianus var. occidentalis,VARIETY,Accepted
AB556803.1,Isodon shikokianus var. intermedius,550458,genomic DNA,336,Isodon shikokianus var. intermedius,50985594-1,Lamiaceae,Isodon,shikokianus,intermedius,Isodon shikokianus var. intermedius,VARIETY,Accepted
AB556804.1,Isodon japonicus,425908,genomic DNA,328,Isodon japonicus,448584-1,Lamiaceae,Isodon,japonicus,,Isodon japonicus,SPECIES,Accepted
AB556805.1,Isodon trichocarpus,425909,genomic DNA,336,Isodon trichocarpus,448622-1,Lamiaceae,Isodon,trichocarpus,,Isodon trichocarpus,SPECIES,Accepted
AB556806.1,Isodon effusus,680379,genomic DNA,329,Isodon effusus,448572-1,Lamiaceae,Isodon,effusus,,Isodon effusus,SPECIES,Accepted
AB556807.1,Isodon shikokianus var. intermedius,550458,genomic DNA,329,Isodon shikokianus var. intermedius,50985594-1,Lamiaceae,Isodon,shikokianus,intermedius,Isodon shikokianus var. intermedius,VARIETY,Accepted
AB556808.1,Isodon effusus,680379,genomic DNA,330,Isodon effusus,448572-1,Lamiaceae,Isodon,effusus,,Isodon effusus,SPECIES,Accepted
AB556809.1,Isodon umbrosus,680380,genomic DNA,329,Isodon umbrosus,448623-1,Lamiaceae,Isodon,umbrosus,,Isodon umbrosus,SPECIES,Accepted
AB556810.1,Isodon trichocarpus,425909,genomic DNA,324,Isodon trichocarpus,448622-1,Lamiaceae,Isodon,trichocarpus,,Isodon trichocarpus,SPECIES,Accepted
AB556811.1,Isodon inflexus,550457,genomic DNA,336,Isodon inflexus,448582-1,Lamiaceae,Isodon,inflexus,,Isodon inflexus,SPECIES,Accepted
AB556812.1,Isodon inflexus,550457,genomic DNA,325,Isodon inflexus,448582-1,Lamiaceae,Isodon,inflexus,,Isodon inflexus,SPECIES,Accepted
AB556813.1,Isodon shikokianus var. occidentalis,425911,genomic DNA,322,Isodon shikokianus var. occidentalis,50985592-1,Lamiaceae,Isodon,shikokianus,occidentalis,Isodon shikokianus var. occidentalis,VARIETY,Accepted
AB556814.1,Isodon longitubus,550456,genomic DNA,329,Isodon longitubus,448590-1,Lamiaceae,Isodon,longitubus,,Isodon longitubus,SPECIES,Accepted
AB556815.1,Isodon japonicus,425908,genomic DNA,329,Isodon japonicus,448584-1,Lamiaceae,Isodon,japonicus,,Isodon japonicus,SPECIES,Accepted
AB556816.1,Isodon excisus,705303,genomic DNA,329,Isodon excisus,448575-1,Lamiaceae,Isodon,excisus,,Isodon excisus,SPECIES,Accepted
AB556817.1,Isodon longitubus,550456,genomic DNA,329,Isodon longitubus,448590-1,Lamiaceae,Isodon,longitubus,,Isodon longitubus,SPECIES,Accepted
AB575301.1,Spinulum annotinum,13840,genomic DNA,291,Spinulum annotinum,304983-2,Lycopodiaceae,Lycopodium,annotinum,,Lycopodium annotinum,SPECIES,Homotypic_Synonym
AB575302.1,Lycopodiastrum casuarinoides,73626,genomic DNA,276,Lycopodiastrum casuarinoides,77186628-1,Lycopodiaceae,Lycopodium,casuarinoides,,Lycopodium casuarinoides,SPECIES,Homotypic_Synonym
AB575304.1,Diphasiastrum complanatum,34168,genomic DNA,321,Diphasiastrum complanatum,147262-2,Lycopodiaceae,Lycopodium,complanatum,,Lycopodium complanatum,SPECIES,Homotypic_Synonym
AB575305.1,Phlegmariurus cryptomerinus,872610,genomic DNA,349,Phlegmariurus cryptomerinus,17512180-1,Lycopodiaceae,Huperzia,cryptomerina,,Huperzia cryptomerina,SPECIES,Homotypic_Synonym
AB575306.1,Phlegmariurus fargesii,380492,genomic DNA,334,Phlegmariurus fargesii,17517220-1,Lycopodiaceae,Huperzia,fargesii,,Huperzia fargesii,SPECIES,Homotypic_Synonym
AB575307.1,Phlegmariurus fordii,89711,genomic DNA,315,Phlegmariurus fordii,17515810-1,Lycopodiaceae,Huperzia,fordii,,Huperzia fordii,SPECIES,Synonym
AB575308.1,Lycopodiella inundata,37431,genomic DNA,332,Lycopodiella inundata,146933-2,Lycopodiaceae,Lycopodiella,inundata,,Lycopodiella inundata,SPECIES,Accepted
AB575309.1,Diphasiastrum nikoense,455311,genomic DNA,333,Diphasiastrum nikoense,77122428-1,Lycopodiaceae,Lycopodium,nikoense,,Lycopodium nikoense,SPECIES,Homotypic_Synonym
AB575311.1,Phlegmariurus phlegmaria,41007,genomic DNA,347,Phlegmariurus phlegmaria,169764-3,Lycopodiaceae,Huperzia,phlegmaria,,Huperzia phlegmaria,SPECIES,Homotypic_Synonym
AB575312.1,Huperzia selago,70001,genomic DNA,349,Huperzia selago,1140250-2,Lycopodiaceae,Huperzia,selago,,Huperzia selago,SPECIES,Accepted
AB575313.1,Huperzia serrata,355589,genomic DNA,341,Huperzia serrata,20004840-1,Lycopodiaceae,Huperzia,serrata,,Huperzia serrata,SPECIES,Accepted
AB575315.1,Phlegmariurus christensenianus,872611,genomic DNA,348,Phlegmariurus christensenianus,17517220-1,Lycopodiaceae,Huperzia,fargesii,,Huperzia fargesii,SPECIES,Synonym
AB575316.1,Huperzia somae,872613,genomic DNA,334,Huperzia somae,17512280-1,Lycopodiaceae,Huperzia,somae,,Huperzia somae,SPECIES,Accepted
AB575317.1,Selaginella biformis,872855,genomic DNA,282,Selaginella biformis,324137-2,Selaginellaceae,Selaginella,biformis,,Selaginella biformis,SPECIES,Accepted
AB575318.1,Selaginella doederleinii,186426,genomic DNA,347,Selaginella doederleinii,77052559-1,Selaginellaceae,Selaginella,doederleinii,,Selaginella doederleinii,SPECIES,Accepted
AB575319.1,Selaginella helvetica,137153,genomic DNA,310,Selaginella helvetica,60454892-2,Selaginellaceae,Selaginella,helvetica,,Selaginella helvetica,SPECIES,Accepted
AB575320.1,Selaginella heterostachys,872857,genomic DNA,252,Selaginella heterostachys,77186676-1,Selaginellaceae,Selaginella,heterostachys,,Selaginella heterostachys,SPECIES,Accepted
AB575321.1,Selaginella limbata,872859,genomic DNA,331,Selaginella limbata,77186888-1,Selaginellaceae,Selaginella,limbata,,Selaginella limbata,SPECIES,Accepted
AB575322.1,Selaginella remotifolia,137170,genomic DNA,346,Selaginella remotifolia,77186689-1,Selaginellaceae,Selaginella,remotifolia,,Selaginella remotifolia,SPECIES,Accepted
AB575323.1,Selaginella tama-montana,872862,genomic DNA,305,Selaginella tama-montana,17551180-1,Selaginellaceae,Selaginella,tama-montana,,Selaginella tama-montana,SPECIES,Accepted
AB575324.1,Selaginella uncinata,307165,genomic DNA,364,Selaginella uncinata,60467456-2,Selaginellaceae,Selaginella,uncinata,,Selaginella uncinata,SPECIES,Accepted
AB575325.1,Isoetes japonica,382166,genomic DNA,383,Isoetes japonica,77059648-1,Isoetaceae,Isoetes,japonica,,Isoetes japonica,SPECIES,Accepted
AB575326.1,Isoetes pseudojaponica,872600,genomic DNA,372,Isoetes pseudojaponica,17570840-1,Isoetaceae,Isoetes,pseudojaponica,,Isoetes pseudojaponica,SPECIES,Accepted
AB575327.1,Sceptridium atrovirens,208693,genomic DNA,618,Sceptridium atrovirens,17566710-1,Ophioglossaceae,Botrychium,atrovirens,,Botrychium atrovirens,SPECIES,Synonym
AB575329.1,Sceptridium japonicum,208694,genomic DNA,604,Sceptridium japonicum,35260-2,Ophioglossaceae,Botrychium,japonicum,,Botrychium japonicum,SPECIES,Homotypic_Synonym
AB575330.1,Botrychium lunaria,37231,genomic DNA,601,Botrychium lunaria,30021929-2,Ophioglossaceae,Botrychium,lunaria,,Botrychium lunaria,SPECIES,Accepted
AB575331.1,Botrychium microphyllum,872464,genomic DNA,624,Botrychium microphyllum,17566730-1,Ophioglossaceae,Botrychium,microphyllum,,Botrychium microphyllum,SPECIES,Accepted
AB575332.1,Sceptridium multifidum,41914,genomic DNA,621,Sceptridium multifidum,1193380-2,Ophioglossaceae,Botrychium,multifidum,,Botrychium multifidum,SPECIES,Homotypic_Synonym
AB575333.1,Sceptridium robustum,140026,genomic DNA,621,Sceptridium robustum,17061440-1,Ophioglossaceae,Botrychium,robustum,,Botrychium robustum,SPECIES,Homotypic_Synonym
AB575334.1,Sceptridium nipponicum,872466,genomic DNA,621,Sceptridium nipponicum,17374860-1,Ophioglossaceae,Botrychium,nipponicum,,Botrychium nipponicum,SPECIES,Homotypic_Synonym
AB575335.1,Botrypus strictus,13832,genomic DNA,632,Botrypus strictus,17061540-1,Ophioglossaceae,Botrychium,strictum,,Botrychium strictum,SPECIES,Homotypic_Synonym
AB575337.1,Sceptridium triangularifolium,872469,genomic DNA,568,Sceptridium triangularifolium,17566720-1,Ophioglossaceae,Botrychium,triangularifolium,,Botrychium triangularifolium,SPECIES,Synonym
AB575338.1,Botrypus virginianus,167744,genomic DNA,618,Botrypus virginianus,1106719-2,Ophioglossaceae,Botrychium,virginianum,,Botrychium virginianum,SPECIES,Homotypic_Synonym
AB575339.1,Helminthostachys zeylanica,41913,genomic DNA,571,Helminthostachys zeylanica,17116690-1,Ophioglossaceae,Helminthostachys,zeylanica,,Helminthostachys zeylanica,SPECIES,Accepted
AB575340.1,Ophioglossum namegatae,872794,genomic DNA,373,Ophioglossum namegatae,17167890-1,Ophioglossaceae,Ophioglossum,petiolatum,,Ophioglossum petiolatum,SPECIES,Synonym
AB575342.1,Ophioglossum petiolatum,37426,genomic DNA,398,Ophioglossum petiolatum,17167890-1,Ophioglossaceae,Ophioglossum,petiolatum,,Ophioglossum petiolatum,SPECIES,Accepted
AB575344.1,Ophioglossum vulgatum,49227,genomic DNA,373,Ophioglossum vulgatum,304390-2,Ophioglossaceae,Ophioglossum,vulgatum,,Ophioglossum vulgatum,SPECIES,Accepted
AB575345.1,Psilotum nudum,3240,genomic DNA,391,Psilotum nudum,212103-2,Psilotaceae,Psilotum,nudum,,Psilotum nudum,SPECIES,Accepted
AB575351.1,Equisetum scirpoides,3261,genomic DNA,255,Equisetum scirpoides,93018-2,Equisetaceae,Equisetum,scirpoides,,Equisetum scirpoides,SPECIES,Accepted
AB575354.1,Angiopteris boninensis,519555,genomic DNA,527,Angiopteris boninensis,17021930-1,Marattiaceae,Angiopteris,helferiana,,Angiopteris helferiana,SPECIES,Synonym
AB575355.1,Angiopteris fokiensis,397666,genomic DNA,538,Angiopteris fokiensis,17299610-1,Marattiaceae,Angiopteris,fokiensis,,Angiopteris fokiensis,SPECIES,Accepted
AB575356.1,Angiopteris lygodiifolia,3267,genomic DNA,518,Angiopteris lygodiifolia,17021930-1,Marattiaceae,Angiopteris,helferiana,,Angiopteris helferiana,SPECIES,Synonym
AB575357.1,Angiopteris palmiformis,49856,genomic DNA,522,Angiopteris palmiformis,17021890-1,Marattiaceae,Angiopteris,evecta,,Angiopteris evecta,SPECIES,Synonym
AB575359.1,Claytosmunda claytoniana,29589,genomic DNA,649,Claytosmunda claytoniana,281799-2,Osmundaceae,Osmunda,claytoniana,,Osmunda claytoniana,SPECIES,Homotypic_Synonym
AB575361.1,Abrodictyum obscurum,381253,genomic DNA,447,Abrodictyum obscurum,17231280-1,Hymenophyllaceae,Trichomanes,obscurum,,Trichomanes obscurum,SPECIES,Homotypic_Synonym
AB575362.1,Callistopteris apiifolia,221309,genomic DNA,259,Callistopteris apiifolia,17227780-1,Hymenophyllaceae,Trichomanes,apiifolium,,Trichomanes apiifolium,SPECIES,Homotypic_Synonym
AB575363.1,Cephalomanes javanicum var. asplenioides,872470,genomic DNA,531,Cephalomanes javanicum var. asplenioides,17230260-1,Hymenophyllaceae,Trichomanes,laciniatum,,Trichomanes laciniatum,SPECIES,Synonym
AB575364.1,Crepidomanes acuto-obtusum,872481,genomic DNA,449,Crepidomanes acuto-obtusum,17230340-1,Hymenophyllaceae,Trichomanes,latealatum,,Trichomanes latealatum,SPECIES,Synonym
AB575365.1,Crepidomanes latemarginale,381248,genomic DNA,538,Crepidomanes latemarginale,17230350-1,Hymenophyllaceae,Trichomanes,latemarginale,,Trichomanes latemarginale,SPECIES,Homotypic_Synonym
AB575366.1,Crepidomanes makinoi,872482,genomic DNA,446,Crepidomanes makinoi,17290090-1,Hymenophyllaceae,Trichomanes,palmifolium,,Trichomanes palmifolium,SPECIES,Synonym
AB575367.1,Crepidomanes minutum,32127,genomic DNA,525,Crepidomanes minutum,17231010-1,Hymenophyllaceae,Trichomanes,minutum,,Trichomanes minutum,SPECIES,Homotypic_Synonym
AB575368.1,Crepidomanes thysanostomum,29623,genomic DNA,523,Crepidomanes thysanostomum,17232800-1,Hymenophyllaceae,Trichomanes,thysanostomum,,Trichomanes thysanostomum,SPECIES,Homotypic_Synonym
AB575369.1,Didymoglossum bimarginatum,872524,genomic DNA,470,Didymoglossum bimarginatum,17228080-1,Hymenophyllaceae,Trichomanes,bimarginatum,,Trichomanes bimarginatum,SPECIES,Homotypic_Synonym
AB575370.2,Didymoglossum motleyi,381252,genomic DNA,261,Didymoglossum motleyi,17231080-1,Hymenophyllaceae,Trichomanes,motleyi,,Trichomanes motleyi,SPECIES,Homotypic_Synonym
AB575371.1,Didymoglossum tahitense,381262,genomic DNA,258,Didymoglossum tahitense,17232650-1,Hymenophyllaceae,Trichomanes,tahitense,,Trichomanes tahitense,SPECIES,Homotypic_Synonym
AB575372.1,Hymenophyllum barbatum,164655,genomic DNA,518,Hymenophyllum barbatum,17121800-1,Hymenophyllaceae,Hymenophyllum,barbatum,,Hymenophyllum barbatum,SPECIES,Accepted
AB575373.1,Hymenophyllum flexile,872595,genomic DNA,543,Hymenophyllum flexile,17121750-1,Hymenophyllaceae,Hymenophyllum,badium,,Hymenophyllum badium,SPECIES,Synonym
AB575374.1,Hymenophyllum oligosorum,164665,genomic DNA,529,Hymenophyllum oligosorum,17124300-1,Hymenophyllaceae,Hymenophyllum,oligosorum,,Hymenophyllum oligosorum,SPECIES,Accepted
AB575375.1,Hymenophyllum polyanthos,160852,genomic DNA,535,Hymenophyllum polyanthos,1139735-2,Hymenophyllaceae,Hymenophyllum,polyanthos,,Hymenophyllum polyanthos,SPECIES,Accepted
AB575376.1,Hymenophyllum wrightii,164666,genomic DNA,536,Hymenophyllum wrightii,17125890-1,Hymenophyllaceae,Hymenophyllum,wrightii,,Hymenophyllum wrightii,SPECIES,Accepted
AB575377.1,Vandenboschia auriculata,381226,genomic DNA,535,Vandenboschia auriculata,17227920-1,Hymenophyllaceae,Trichomanes,auriculatum,,Trichomanes auriculatum,SPECIES,Homotypic_Synonym
AB575378.1,Vandenboschia striata,29625,genomic DNA,531,Vandenboschia striata,17232530-1,Hymenophyllaceae,Trichomanes,striatum,,Trichomanes striatum,SPECIES,Homotypic_Synonym
AB575379.1,Vandenboschia kalamocarpa,872906,genomic DNA,522,Vandenboschia kalamocarpa,17228100-1,Hymenophyllaceae,Trichomanes,birmanicum,,Trichomanes birmanicum,SPECIES,Synonym
AB575380.1,Vandenboschia liukiuensis,305435,genomic DNA,522,Vandenboschia liukiuensis,17230810-1,Hymenophyllaceae,Trichomanes,maximum,,Trichomanes maximum,SPECIES,Synonym
AB575381.1,Vandenboschia maxima,221324,genomic DNA,558,Vandenboschia maxima,17230810-1,Hymenophyllaceae,Trichomanes,maximum,,Trichomanes maximum,SPECIES,Homotypic_Synonym
AB575382.1,Vandenboschia nipponica,872907,genomic DNA,510,Vandenboschia nipponica,17363610-1,Hymenophyllaceae,Trichomanes,nipponicum,,Trichomanes nipponicum,SPECIES,Homotypic_Synonym
AB575383.1,Vandenboschia subclathrata,872908,genomic DNA,551,Vandenboschia subclathrata,17463690-1,Hymenophyllaceae,Trichomanes,subclathratum,,Trichomanes subclathratum,SPECIES,Synonym
AB575384.1,Dicranopteris linearis,37229,genomic DNA,515,Dicranopteris linearis,17245530-1,Gleicheniaceae,Dicranopteris,linearis,,Dicranopteris linearis,SPECIES,Accepted
AB575385.1,Gleichenia japonica,3274,genomic DNA,492,Gleichenia japonica,17389290-1,Gleicheniaceae,Diplopterygium,glaucum,,Diplopterygium glaucum,SPECIES,Synonym
AB575386.1,Gleichenia laevissima,397683,genomic DNA,522,Gleichenia laevissima,17389300-1,Gleicheniaceae,Diplopterygium,laevissimum,,Diplopterygium laevissimum,SPECIES,Homotypic_Synonym
AB575387.1,Cheiropleuria integrifolia,125815,genomic DNA,491,Cheiropleuria integrifolia,20002910-1,Dipteridaceae,Cheiropleuria,integrifolia,,Cheiropleuria integrifolia,SPECIES,Accepted
AB575388.1,Dipteris conjugata,32108,genomic DNA,490,Dipteris conjugata,17089530-1,Dipteridaceae,Dipteris,conjugata,,Dipteris conjugata,SPECIES,Accepted
AB575389.1,Lygodium japonicum,13824,genomic DNA,489,Lygodium japonicum,17143040-1,Schizaeaceae,Lygodium,japonicum,,Lygodium japonicum,SPECIES,Accepted
AB575390.1,Lygodium microphyllum,148566,genomic DNA,492,Lygodium microphyllum,17143140-1,Schizaeaceae,Lygodium,microphyllum,,Lygodium microphyllum,SPECIES,Accepted
AB575391.1,Actinostachys digitata,32179,genomic DNA,541,Actinostachys digitata,17008260-1,Schizaeaceae,Actinostachys,digitata,,Actinostachys digitata,SPECIES,Accepted
AB575392.1,Marsilea crenata,388472,genomic DNA,526,Marsilea crenata,17145140-1,Marsileaceae,Marsilea,minuta,,Marsilea minuta,SPECIES,Synonym
AB575393.1,Marsilea quadrifolia,13816,genomic DNA,527,Marsilea quadrifolia,17145350-1,Marsileaceae,Marsilea,quadrifolia,,Marsilea quadrifolia,SPECIES,Accepted
AB575394.1,Azolla imbricata,872383,genomic DNA,536,Azolla imbricata,17545450-1,Salviniaceae,Azolla,pinnata,asiatica,Azolla pinnata subsp. asiatica,SUBSPECIES,Synonym
AB575395.1,Azolla japonica,872384,genomic DNA,528,Azolla japonica,77186212-1,Salviniaceae,Azolla,filiculoides,filiculoides,Azolla filiculoides subsp. filiculoides,SUBSPECIES,Synonym
AB575396.1,Salvinia natans,42333,genomic DNA,505,Salvinia natans,17219920-1,Salviniaceae,Salvinia,natans,,Salvinia natans,SPECIES,Accepted
AB575399.1,Plagiogyria euphlebia,872800,genomic DNA,477,Plagiogyria euphlebia,17177270-1,Cyatheaceae,Plagiogyria,euphlebia,,Plagiogyria euphlebia,SPECIES,Accepted
AB575400.1,Plagiogyria japonica,32161,genomic DNA,483,Plagiogyria japonica,17346480-1,Cyatheaceae,Plagiogyria,japonica,,Plagiogyria japonica,SPECIES,Accepted
AB575401.1,Plagiogyria koidzumii,872801,genomic DNA,477,Plagiogyria koidzumii,17346490-1,Cyatheaceae,Plagiogyria,koidzumii,,Plagiogyria koidzumii,SPECIES,Accepted
AB575403.1,Plagiogyria stenoptera,389502,genomic DNA,487,Plagiogyria stenoptera,17177350-1,Cyatheaceae,Plagiogyria,stenoptera,,Plagiogyria stenoptera,SPECIES,Accepted
AB575404.1,Plagiogyria yakumonticola,872802,genomic DNA,492,Plagiogyria yakumonticola,17177220-1,Cyatheaceae,Plagiogyria,adnata,,Plagiogyria adnata,SPECIES,Synonym
AB575405.1,Cibotium barometz,29588,genomic DNA,512,Cibotium barometz,1160435-2,Cyatheaceae,Cibotium,barometz,,Cibotium barometz,SPECIES,Accepted
AB575406.1,Cyathea hancockii,872493,genomic DNA,509,Cyathea hancockii,17279400-1,Cyatheaceae,Alsophila,acaulis,,Alsophila acaulis,SPECIES,Synonym
AB575407.1,Cyathea lepifera,29636,genomic DNA,496,Cyathea lepifera,17017480-1,Cyatheaceae,Alsophila,lepifera,,Alsophila lepifera,SPECIES,Homotypic_Synonym
AB575408.1,Cyathea mertensiana,872494,genomic DNA,508,Cyathea mertensiana,17531730-1,Cyatheaceae,Sphaeropteris,mertensiana,,Sphaeropteris mertensiana,SPECIES,Homotypic_Synonym
AB575409.1,Alsophila metteniana,872495,genomic DNA,510,Alsophila metteniana,17017710-1,Cyatheaceae,Alsophila,metteniana,,Alsophila metteniana,SPECIES,Accepted
AB575410.1,Cyathea ogurae,872496,genomic DNA,503,Cyathea ogurae,17298710-1,Cyatheaceae,Alsophila,ogurae,,Alsophila ogurae,SPECIES,Homotypic_Synonym
AB575411.1,Alsophila podophylla,204585,genomic DNA,485,Alsophila podophylla,17018260-1,Cyatheaceae,Alsophila,podophylla,,Alsophila podophylla,SPECIES,Accepted
AB575412.1,Alsophila spinulosa,204586,genomic DNA,479,Alsophila spinulosa,17533090-1,Cyatheaceae,Alsophila,spinulosa,,Alsophila spinulosa,SPECIES,Accepted
AB575413.1,Cyathea tuyamae,872497,genomic DNA,488,Cyathea tuyamae,77129822-1,Cyatheaceae,Alsophila,tuyamae,,Alsophila tuyamae,SPECIES,Homotypic_Synonym
AB575414.1,Lindsaea cambodgensis,866180,genomic DNA,531,Lindsaea cambodgensis,17253330-1,Lindsaeaceae,Lindsaea,cambodgensis,,Lindsaea cambodgensis,SPECIES,Accepted
AB575415.1,Lindsaea chienii,641165,genomic DNA,539,Lindsaea chienii,17338470-1,Lindsaeaceae,Lindsaea,chienii,,Lindsaea chienii,SPECIES,Accepted
AB575416.1,Lindsaea ensifolia,32130,genomic DNA,529,Lindsaea ensifolia,17134850-1,Lindsaeaceae,Lindsaea,ensifolia,,Lindsaea ensifolia,SPECIES,Accepted
AB575417.1,Lindsaea heterophylla,866197,genomic DNA,544,Lindsaea heterophylla,17135120-1,Lindsaeaceae,Lindsaea,heterophylla,,Lindsaea heterophylla,SPECIES,Accepted
AB575418.1,Lindsaea javanensis,641172,genomic DNA,546,Lindsaea javanensis,17135280-1,Lindsaeaceae,Lindsaea,javanensis,,Lindsaea javanensis,SPECIES,Accepted
AB575419.1,Lindsaea kawabatae,866202,genomic DNA,547,Lindsaea kawabatae,17442520-1,Lindsaeaceae,Lindsaea,kawabatae,,Lindsaea kawabatae,SPECIES,Accepted
AB575420.1,Lindsaea lucida,866209,genomic DNA,528,Lindsaea lucida,17135520-1,Lindsaeaceae,Lindsaea,lucida,,Lindsaea lucida,SPECIES,Accepted
AB575421.1,Lindsaea merrillii subsp. yaeyamensis,866215,genomic DNA,523,Lindsaea merrillii subsp. yaeyamensis,17403080-1,Lindsaeaceae,Lindsaea,yaeyamensis,,Lindsaea yaeyamensis,SPECIES,Homotypic_Synonym
AB575422.1,Osmolindsaea odorata,32131,genomic DNA,558,Osmolindsaea odorata,77106823-1,Lindsaeaceae,Osmolindsaea,odorata,,Osmolindsaea odorata,SPECIES,Accepted
AB575423.1,Osmolindsaea japonica,866269,genomic DNA,536,Osmolindsaea japonica,77106824-1,Lindsaeaceae,Osmolindsaea,japonica,,Osmolindsaea japonica,SPECIES,Accepted
AB575425.1,Lindsaea orbiculata var. commixta,872605,genomic DNA,533,Lindsaea orbiculata var. commixta,17253300-1,Lindsaeaceae,Lindsaea,bonii,,Lindsaea bonii,SPECIES,Synonym
AB575426.1,Lindsaea simulans,872608,genomic DNA,530,Lindsaea simulans,17253300-1,Lindsaeaceae,Lindsaea,bonii,,Lindsaea bonii,SPECIES,Synonym
AB575427.1,Odontosoria biflora,58523,genomic DNA,533,Odontosoria biflora,17165070-1,Lindsaeaceae,Odontosoria,biflora,,Odontosoria biflora,SPECIES,Accepted
AB575428.1,Odontosoria chinensis,32133,genomic DNA,528,Odontosoria chinensis,17165080-1,Lindsaeaceae,Odontosoria,chinensis,,Odontosoria chinensis,SPECIES,Accepted
