Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_019616.1,genomic DNA,176045,Vaccinium macrocarpon,261912-2,Ericaceae,Vaccinium,macrocarpon,,False,Vaccinium macrocarpon,13750
NC_019649.1,genomic DNA,133165,Festuca ovina,403212-1,Poaceae,Festuca,ovina,,False,Festuca ovina,98750
NC_019651.1,genomic DNA,135175,Lolium multiflorum,407486-1,Poaceae,Lolium,multiflorum,,False,Lolium multiflorum,4521
NC_020019.1,genomic DNA,157103,Camellia sinensis,828548-1,Theaceae,Camellia,sinensis,,False,Camellia sinensis,4442
NC_020092.1,genomic DNA,151033,Chrysanthemum × morifolium,77111328-1,Asteraceae,Chrysanthemum,morifolium,,True,Chrysanthemum x morifolium,41568
NC_020098.1,genomic DNA,153953,Tectona grandis,864923-1,Lamiaceae,Tectona,grandis,,False,Tectona grandis,41396
NC_020146.1,genomic DNA,131760,Equisetum hyemale,92939-2,Equisetaceae,Equisetum,hyemale,,False,Equisetum hyemale,3262
NC_020147.1,genomic DNA,138270,Ophioglossum californicum,17167320-1,Ophioglossaceae,Ophioglossum,californicum,,False,Ophioglossum californicum,1267209
NC_020152.1,genomic DNA,161304,Quercus rubra,296701-1,Fagaceae,Quercus,rubra,,False,Quercus rubra,3512
NC_020316.1,genomic DNA,160183,Magnolia officinalis,554787-1,Magnoliaceae,Magnolia,officinalis,,False,Magnolia officinalis,85864
NC_020317.1,genomic DNA,160105,Magnolia officinalis var. biloba,50997083-1,Magnoliaceae,Magnolia,officinalis,biloba,False,Magnolia officinalis subsp. biloba,85865
NC_020318.1,genomic DNA,159623,Magnolia grandiflora,554723-1,Magnoliaceae,Magnolia,grandiflora,,False,Magnolia grandiflora,3406
NC_020319.1,genomic DNA,162489,Cycas revoluta,328823-2,Cycadaceae,Cycas,revoluta,,False,Cycas revoluta,3396
NC_020320.1,genomic DNA,150972,Chrysanthemum indicum,193510-1,Asteraceae,Chrysanthemum,indicum,,False,Chrysanthemum indicum,146995
NC_020321.1,genomic DNA,127665,Taxus mairei,828365-1,Taxaceae,Taxus,mairei,,False,Taxus mairei,120273
NC_020341.1,genomic DNA,138935,Arundinaria gigantea,1126471-2,Poaceae,Arundinaria,gigantea,,False,Arundinaria gigantea,4591
NC_020361.1,genomic DNA,133259,Podocarpus totara,263597-1,Podocarpaceae,Podocarpus,totara,,False,Podocarpus totara,56901
NC_020362.1,genomic DNA,161907,Heliconia collinsiana,119336-2,Heliconiaceae,Heliconia,collinsiana,,False,Heliconia collinsiana,1276543
NC_020363.1,genomic DNA,155890,Zingiber spectabile,798388-1,Zingiberaceae,Zingiber,spectabile,,False,Zingiber spectabile,188518
NC_020364.1,genomic DNA,157829,Pseudophoenix vinifera,669309-1,Arecaceae,Pseudophoenix,vinifera,,False,Pseudophoenix vinifera,131289
NC_020365.1,genomic DNA,157270,Calamus caryotoides,665016-1,Arecaceae,Calamus,caryotoides,,False,Calamus caryotoides,244023
NC_020366.1,genomic DNA,158210,Bismarckia nobilis,664859-1,Arecaceae,Bismarckia,nobilis,,False,Bismarckia nobilis,292647
NC_020367.1,genomic DNA,157858,Dasypogon bromeliifolius,442534-1,Dasypogonaceae,Dasypogon,bromeliifolius,,False,Dasypogon bromeliifolius,101696
NC_020372.1,genomic DNA,165389,Trithuria inconspicua,163050-1,Hydatellaceae,Trithuria,inconspicua,,False,Trithuria inconspicua,405043
NC_020431.1,genomic DNA,151328,Salvia miltiorrhiza,456707-1,Lamiaceae,Salvia,miltiorrhiza,,False,Salvia miltiorrhiza,226208
NC_020607.1,genomic DNA,151076,Artemisia frigida,302292-2,Asteraceae,Artemisia,frigida,,False,Artemisia frigida,395280
NC_021091.1,genomic DNA,151683,Vigna angularis,525291-1,Fabaceae,Vigna,angularis,,False,Vigna angularis,3914
NC_021101.1,genomic DNA,157312,,,,,,,False,Francoa sonchifolia,23250
NC_021102.1,genomic DNA,154498,Pachycladon cheesemanii,20010449-1,Brassicaceae,Pachycladon,cheesemanii,,False,Pachycladon cheesemanii,106773
NC_021110.1,genomic DNA,134337,Cephalotaxus oliveri,261821-1,Taxaceae,Cephalotaxus,oliveri,,False,Cephalotaxus oliveri,147282
NC_021111.1,genomic DNA,102657,Cistanche deserticola,957757-1,Orobanchaceae,Cistanche,deserticola,,False,Cistanche deserticola,161395
NC_021121.1,genomic DNA,156506,Ardisia polysticta,587443-1,Primulaceae,Ardisia,polysticta,,False,Ardisia polysticta,1265925
NC_021372.1,genomic DNA,142077,Pharus latifolius,316520-2,Poaceae,Pharus,latifolius,,False,Pharus latifolius,38686
NC_021423.1,genomic DNA,154950,Catharanthus roseus,77880-1,Apocynaceae,Catharanthus,roseus,,False,Catharanthus roseus,4058
NC_021425.1,genomic DNA,164467,Tetracentron sinense,555255-1,Trochodendraceae,Tetracentron,sinense,,False,Tetracentron sinense,13715
NC_021426.1,genomic DNA,165945,Trochodendron aralioides,927850-1,Trochodendraceae,Trochodendron,aralioides,,False,Trochodendron aralioides,4407
NC_021429.1,genomic DNA,156904,Cymbidium aloifolium,624936-1,Orchidaceae,Cymbidium,aloifolium,,False,Cymbidium aloifolium,112603
NC_021430.1,genomic DNA,155548,Cymbidium sinense,625174-1,Orchidaceae,Cymbidium,sinense,,False,Cymbidium sinense,112615
NC_021431.1,genomic DNA,155627,Cymbidium tortisepalum,625207-1,Orchidaceae,Cymbidium,tortisepalum,,False,Cymbidium tortisepalum,162386
NC_021432.1,genomic DNA,156286,Cymbidium tracyanum,77110029-1,Orchidaceae,Cymbidium,tracyanum,,False,Cymbidium tracyanum,160538
NC_021433.1,genomic DNA,155308,Cymbidium crassifolium,624978-1,Orchidaceae,Cymbidium,crassifolium,,False,Cymbidium mannii,1324860
NC_021437.1,genomic DNA,135334,Cunninghamia lanceolata,676725-1,Cupressaceae,Cunninghamia,lanceolata,,False,Cunninghamia lanceolata,28977
NC_021438.1,genomic DNA,115019,Gnetum montanum,383546-1,Gnetaceae,Gnetum,montanum,,False,Gnetum montanum,3381
NC_021441.1,genomic DNA,131413,Taiwania cryptomerioides,263753-1,Cupressaceae,Taiwania,cryptomerioides,,False,Taiwania flousiana,99815
NC_021449.1,genomic DNA,152113,Utricularia gibba,526777-1,Lentibulariaceae,Utricularia,gibba,,False,Utricularia gibba,13748
NC_021455.1,genomic DNA,156328,Prinsepia utilis,729396-1,Rosaceae,Prinsepia,utilis,,False,Prinsepia utilis,1308043
NC_021456.1,genomic DNA,124084,Picea abies,262609-1,Pinaceae,Picea,abies,,False,Picea abies,3329
NC_021636.1,genomic DNA,152728,Glycine tomentella,496884-1,Fabaceae,Glycine,tomentella,,False,Glycine tomentella,44015
NC_021645.1,genomic DNA,152381,Glycine cyrtoloba,904270-1,Fabaceae,Glycine,cyrtoloba,,False,Glycine cyrtoloba,45689
NC_021646.1,genomic DNA,152618,Glycine stenophita,320412-2,Fabaceae,Glycine,stenophita,,False,Glycine stenophita,96944
NC_021647.1,genomic DNA,152518,Glycine canescens,496682-1,Fabaceae,Glycine,canescens,,False,Glycine canescens,48924
NC_021648.1,genomic DNA,152804,Glycine dolichocarpa,960498-1,Fabaceae,Glycine,dolichocarpa,,False,Glycine dolichocarpa,82538
NC_021649.1,genomic DNA,153023,Glycine falcata,496715-1,Fabaceae,Glycine,falcata,,False,Glycine falcata,45690
NC_021650.1,genomic DNA,152783,Glycine syndetika,77076400-1,Fabaceae,Glycine,syndetika,,False,Glycine syndetika,713886
NC_021760.1,genomic DNA,116399,Triticum monococcum,425811-1,Poaceae,Triticum,monococcum,,False,Triticum monococcum,4568
NC_021761.1,genomic DNA,114843,Secale cereale,421164-1,Poaceae,Secale,cereale,,False,Secale cereale,4550
NC_021762.1,genomic DNA,115773,Triticum urartu,426002-1,Poaceae,Triticum,urartu,,False,Triticum urartu,4572
NC_021936.1,genomic DNA,156366,Najas flexilis,30063340-2,Hydrocharitaceae,Najas,flexilis,,False,Najas flexilis,29650
NC_022133.1,genomic DNA,114112,Aegilops tauschii,384652-1,Poaceae,Aegilops,tauschii,,False,Aegilops tauschii,37682
NC_022135.1,genomic DNA,113536,Aegilops speltoides,384645-1,Poaceae,Aegilops,speltoides,,False,Aegilops speltoides,4573
NC_022136.1,genomic DNA,157260,Lygodium japonicum,17143040-1,Schizaeaceae,Lygodium,japonicum,,False,Lygodium japonicum,13824
NC_022137.1,genomic DNA,151628,Marsilea minuta,17145140-1,Marsileaceae,Marsilea,minuta,,False,Marsilea crenata,388472
NC_022264.1,genomic DNA,156974,Camellia taliensis,829983-1,Theaceae,Camellia,taliensis,,False,Camellia taliensis,182317
NC_022378.1,genomic DNA,159527,Eucalyptus obliqua,593175-1,Myrtaceae,Eucalyptus,obliqua,,True,Eucalyptus obliqua,36592
NC_022379.1,genomic DNA,159529,Eucalyptus radiata,593296-1,Myrtaceae,Eucalyptus,radiata,,False,Eucalyptus radiata,87679
NC_022380.1,genomic DNA,159724,Eucalyptus delegatensis,592873-1,Myrtaceae,Eucalyptus,delegatensis,,False,Eucalyptus delegatensis,87669
NC_022381.1,genomic DNA,160109,Eucalyptus verrucata,981670-1,Myrtaceae,Eucalyptus,verrucata,,False,Eucalyptus verrucata,582381
NC_022382.1,genomic DNA,160032,Eucalyptus baxteri,592722-1,Myrtaceae,Eucalyptus,baxteri,,False,Eucalyptus baxteri,1171781
NC_022384.1,genomic DNA,159985,Eucalyptus sieberi,593360-1,Myrtaceae,Eucalyptus,sieberi,,False,Eucalyptus sieberi,87684
NC_022385.1,genomic DNA,159899,Eucalyptus elata,592904-1,Myrtaceae,Eucalyptus,elata,,False,Eucalyptus elata,87672
NC_022386.1,genomic DNA,160031,Eucalyptus regnans,593303-1,Myrtaceae,Eucalyptus,regnans,,False,Eucalyptus regnans,87681
NC_022387.1,genomic DNA,159576,Eucalyptus umbra,593440-1,Myrtaceae,Eucalyptus,umbra,,False,Eucalyptus umbra,87688
NC_022388.1,genomic DNA,160015,Eucalyptus cloeziana,592804-1,Myrtaceae,Eucalyptus,cloeziana,,False,Eucalyptus cloeziana,34320
NC_022389.1,genomic DNA,160187,Eucalyptus patens,593220-1,Myrtaceae,Eucalyptus,patens,,False,Eucalyptus patens,582372
NC_022390.1,genomic DNA,160076,Eucalyptus marginata,593101-1,Myrtaceae,Eucalyptus,marginata,,False,Eucalyptus marginata,183836
NC_022391.1,genomic DNA,160038,Eucalyptus curtisii,592849-1,Myrtaceae,Eucalyptus,curtisii,,False,Eucalyptus curtisii,34319
NC_022392.1,genomic DNA,160386,Eucalyptus melliodora,593117-1,Myrtaceae,Eucalyptus,melliodora,,False,Eucalyptus melliodora,183838
NC_022393.1,genomic DNA,160268,Eucalyptus polybractea,593262-1,Myrtaceae,Eucalyptus,polybractea,,False,Eucalyptus polybractea,1282669
NC_022394.1,genomic DNA,160213,Eucalyptus cladocalyx,592800-1,Myrtaceae,Eucalyptus,cladocalyx,,False,Eucalyptus cladocalyx,452569
NC_022395.1,genomic DNA,160271,Eucalyptus nitens,593164-1,Myrtaceae,Eucalyptus,nitens,,False,Eucalyptus nitens,87674
NC_022396.1,genomic DNA,160149,Eucalyptus aromaphloia,592701-1,Myrtaceae,Eucalyptus,aromaphloia,,False,Eucalyptus aromaphloia,87663
NC_022397.1,genomic DNA,160015,Eucalyptus saligna,593334-1,Myrtaceae,Eucalyptus,saligna,,False,Eucalyptus saligna,99019
NC_022398.1,genomic DNA,160164,Eucalyptus camaldulensis,592777-1,Myrtaceae,Eucalyptus,camaldulensis,,False,Eucalyptus camaldulensis,34316
NC_022399.1,genomic DNA,160177,Eucalyptus deglupta,592872-1,Myrtaceae,Eucalyptus,deglupta,,False,Eucalyptus deglupta,106642
NC_022400.1,genomic DNA,161071,Eucalyptus spathulata,593369-1,Myrtaceae,Eucalyptus,spathulata,,False,Eucalyptus spathulata,87685
NC_022401.1,genomic DNA,160223,Eucalyptus torquata,593426-1,Myrtaceae,Eucalyptus,torquata,,False,Eucalyptus torquata,183858
NC_022402.1,genomic DNA,160214,Eucalyptus diversicolor,592885-1,Myrtaceae,Eucalyptus,diversicolor,,False,Eucalyptus diversicolor,166933
NC_022403.1,genomic DNA,160413,Eucalyptus salmonophloia,593336-1,Myrtaceae,Eucalyptus,salmonophloia,,False,Eucalyptus salmonophloia,183851
NC_022404.1,genomic DNA,160225,Eucalyptus microcorys,593124-1,Myrtaceae,Eucalyptus,microcorys,,False,Eucalyptus microcorys,34315
NC_022405.1,genomic DNA,160520,Eucalyptus guilfoylei,592982-1,Myrtaceae,Eucalyptus,guilfoylei,,False,Eucalyptus guilfoylei,183827
NC_022406.1,genomic DNA,159742,Eucalyptus erythrocorys,592911-1,Myrtaceae,Eucalyptus,erythrocorys,,False,Eucalyptus erythrocorys,34314
NC_022407.1,genomic DNA,160713,Corymbia gummifera,986243-1,Myrtaceae,Corymbia,gummifera,,False,Corymbia gummifera,183803
NC_022408.1,genomic DNA,160045,Corymbia maculata,986338-1,Myrtaceae,Corymbia,maculata,,False,Corymbia maculata,87660
NC_022409.1,genomic DNA,160012,Corymbia eximia,986334-1,Myrtaceae,Corymbia,eximia,,False,Corymbia eximia,34328
NC_022410.1,genomic DNA,160127,Corymbia tessellaris,986340-1,Myrtaceae,Corymbia,tessellaris,,False,Corymbia tessellaris,34330
NC_022411.1,genomic DNA,160245,Angophora floribunda,590643-1,Myrtaceae,Angophora,floribunda,,False,Angophora floribunda,34308
NC_022412.1,genomic DNA,160326,Angophora costata,590640-1,Myrtaceae,Angophora,costata,,False,Angophora costata,87657
NC_022413.1,genomic DNA,159593,Allosyncarpia ternata,590599-1,Myrtaceae,Allosyncarpia,ternata,,False,Allosyncarpia ternata,34307
NC_022414.1,genomic DNA,159561,Stockwellia quadrifida,20007186-1,Myrtaceae,Stockwellia,quadrifida,,False,Stockwellia quadrifida,88056
NC_022417.1,genomic DNA,154731,Cocos nucifera,666160-1,Arecaceae,Cocos,nucifera,,False,Cocos nucifera,13894
NC_022432.1,genomic DNA,158719,Asclepias syriaca,319076-2,Apocynaceae,Asclepias,syriaca,,False,Asclepias syriaca,48545
NC_022451.2,genomic DNA,150249,Andrographis paniculata,45226-1,Acanthaceae,Andrographis,paniculata,,False,Andrographis paniculata,175694
NC_022457.1,genomic DNA,164792,Berberis bealei,106450-1,Berberidaceae,Berberis,bealei,,False,Berberis bealei,13601
NC_022459.1,genomic DNA,156618,Camellia cuspidata,829896-1,Theaceae,Camellia,cuspidata,,False,Camellia cuspidata,319925
NC_022460.1,genomic DNA,156576,Camellia costata,897213-1,Theaceae,Camellia,costata,,False,Camellia danzaiensis,1339356
NC_022461.1,genomic DNA,156892,Camellia impressinervis,829922-1,Theaceae,Camellia,impressinervis,,False,Camellia impressinervis,147918
NC_022462.1,genomic DNA,156585,Camellia pitardii,829958-1,Theaceae,Camellia,pitardii,,False,Camellia pitardii,319928
NC_022463.1,genomic DNA,156592,Camellia yunnanensis,830010-1,Theaceae,Camellia,yunnanensis,,False,Camellia yunnanensis,194713
NC_022715.2,genomic DNA,153699,Veratrum oxysepalum,262878-2,Melanthiaceae,Veratrum,oxysepalum,,False,Veratrum patulum,1049916
NC_022810.1,genomic DNA,156333,Aralia undulata,89826-1,Araliaceae,Aralia,undulata,,False,Aralia undulata,137943
NC_022811.1,genomic DNA,156459,Brassaiopsis hainla,90067-1,Araliaceae,Brassaiopsis,hainla,,False,Brassaiopsis hainla,133939
NC_022812.1,genomic DNA,156343,Metapanax delavayi,1021021-1,Araliaceae,Metapanax,delavayi,,False,Metapanax delavayi,133946
NC_022813.1,genomic DNA,156341,Heptapleurum delavayi,90861-1,Araliaceae,Heptapleurum,delavayi,,False,Schefflera delavayi,230597
NC_022814.1,genomic DNA,156413,Kalopanax septemlobus,90968-1,Araliaceae,Kalopanax,septemlobus,,False,Kalopanax septemlobus,228393
NC_022850.1,genomic DNA,135516,Setaria italica,1207294-2,Poaceae,Setaria,italica,,False,Setaria italica,4555
NC_022859.1,genomic DNA,155103,Lindenbergia philippensis,805066-1,Orobanchaceae,Lindenbergia,philippensis,,False,Lindenbergia philippensis,86093
NC_022868.1,genomic DNA,152217,Glycine max subsp. soja,920989-1,Fabaceae,Glycine,max,soja,False,Glycine soja,3848
NC_022926.1,genomic DNA,161347,Musa textilis,797617-1,Musaceae,Musa,textilis,,False,Musa textilis,228183
NC_022927.1,genomic DNA,166170,Ravenala madagascariensis,60466138-2,Strelitziaceae,Ravenala,madagascariensis,,False,Ravenala madagascariensis,4664
NC_022928.1,genomic DNA,159512,Curcuma roscoeana,796470-1,Zingiberaceae,Curcuma,roscoeana,,False,Curcuma roscoeana,136219
NC_022958.1,genomic DNA,137561,Phragmites australis,30337627-2,Poaceae,Phragmites,australis,,False,Phragmites australis,29695
NC_023084.1,genomic DNA,156971,Camellia oleifera,828535-1,Theaceae,Camellia,oleifera,,False,Camellia oleifera,385388
NC_023085.1,genomic DNA,150448,Sedum sarmentosum,276014-1,Crassulaceae,Sedum,sarmentosum,,False,Sedum sarmentosum,91146
NC_023086.1,genomic DNA,156686,Penthorum chinense,274678-1,Penthoraceae,Penthorum,chinense,,False,Penthorum chinense,49684
NC_023090.1,genomic DNA,151894,Lupinus luteus,504707-1,Fabaceae,Lupinus,luteus,,False,Lupinus luteus,3873
NC_023092.1,genomic DNA,160410,Liquidambar formosana,430709-1,Altingiaceae,Liquidambar,formosana,,False,Liquidambar formosana,63359
NC_023102.1,genomic DNA,149963,Ajuga reptans,444664-1,Lamiaceae,Ajuga,reptans,,False,Ajuga reptans,38596
NC_023110.1,genomic DNA,151048,Helianthus decapetalus,119102-2,Asteraceae,Helianthus,decapetalus,,False,Helianthus decapetalus,73283
NC_023111.1,genomic DNA,151045,Helianthus hirsutus,329246-2,Asteraceae,Helianthus,hirsutus,,False,Helianthus hirsutus,73293
NC_023112.1,genomic DNA,151047,Helianthus tuberosus,329252-2,Asteraceae,Helianthus,tuberosus,,False,Helianthus tuberosus,4233
NC_023114.1,genomic DNA,151007,Helianthus maximiliani,329260-2,Asteraceae,Helianthus,maximiliani,,False,Helianthus maximiliani,73297
NC_023115.1,genomic DNA,160910,Schwalbea americana,808965-1,Orobanchaceae,Schwalbea,americana,,False,Schwalbea americana,86091
NC_023119.1,genomic DNA,145625,Agathis dammara,261669-1,Araucariaceae,Agathis,dammara,,False,Agathis dammara,60851
NC_023120.1,genomic DNA,133722,Nageia nagi,262544-1,Podocarpaceae,Nageia,nagi,,False,Nageia nagi,36012
NC_023121.1,genomic DNA,127311,Calocedrus formosana,294855-1,Cupressaceae,Calocedrus,formosana,,False,Calocedrus formosana,54798
NC_023130.1,genomic DNA,159161,Pyrus spinosa,731262-1,Rosaceae,Pyrus,spinosa,,False,Pyrus spinosa,1143245
NC_023131.1,genomic DNA,45673,Conopholis americana,661990-1,Orobanchaceae,Conopholis,americana,,False,Conopholis americana,4179
NC_023132.1,genomic DNA,62891,Orobanche purpurea,662628-1,Orobanchaceae,Orobanche,purpurea,,False,Phelipanche purpurea,223125
NC_023214.1,genomic DNA,159422,Gossypium bickii,559680-1,Malvaceae,Gossypium,bickii,,False,Gossypium bickii,47622
NC_023215.1,genomic DNA,160140,Gossypium herbaceum,559730-1,Malvaceae,Gossypium,herbaceum,,False,Gossypium herbaceum,34274
NC_023216.1,genomic DNA,160241,Gossypium longicalyx,559755-1,Malvaceae,Gossypium,longicalyx,,False,Gossypium longicalyx,34280
NC_023217.1,genomic DNA,159039,Gossypium stocksii,559833-1,Malvaceae,Gossypium,stocksii,,False,Gossypium stocksii,47602
NC_023218.1,genomic DNA,159627,Gossypium sturtianum,559835-1,Malvaceae,Gossypium,sturtianum,,False,Gossypium sturtianum,34278
NC_023234.1,genomic DNA,159950,Magnolia cathcartii,915248-1,Magnoliaceae,Magnolia,cathcartii,,False,Magnolia cathcartii,86726
NC_023235.1,genomic DNA,160002,Magnolia macrophylla var. dealbata,280261-2,Magnoliaceae,Magnolia,macrophylla,dealbata,False,Magnolia macrophylla var. dealbata,86730
NC_023236.1,genomic DNA,160025,Magnolia fraseri var. pyramidata,77188640-1,Magnoliaceae,Magnolia,fraseri,pyramidata,False,Magnolia pyramidata,44759
NC_023237.1,genomic DNA,159443,Magnolia kobus,332100-2,Magnoliaceae,Magnolia,kobus,,False,Magnolia kobus,54732
NC_023238.1,genomic DNA,158177,Magnolia liliiflora,554759-1,Magnoliaceae,Magnolia,liliiflora,,False,Magnolia liliiflora,3403
NC_023239.1,genomic DNA,160070,Magnolia odora,60433402-2,Magnoliaceae,Magnolia,odora,,False,Magnolia odora,86770
NC_023240.1,genomic DNA,160093,Magnolia salicifolia,554831-1,Magnoliaceae,Magnolia,salicifolia,,False,Magnolia salicifolia,3411
NC_023241.1,genomic DNA,160044,Magnolia sinica,915250-1,Magnoliaceae,Magnolia,sinica,,False,Magnolia sinica,86752
NC_023242.1,genomic DNA,160033,Magnolia sprengeri,554854-1,Magnoliaceae,Magnolia,sprengeri,,False,Magnolia sprengeri,86737
NC_023245.1,genomic DNA,141928,Pharus lappulaceus,415708-1,Poaceae,Pharus,lappulaceus,,False,Pharus lappulaceus,38687
NC_023247.1,genomic DNA,151693,Fritillaria taipaiensis,535333-1,Liliaceae,Fritillaria,taipaiensis,,False,Fritillaria taipaiensis,152093
NC_023256.1,genomic DNA,156510,Melianthus villosus,783664-1,Francoaceae,Melianthus,villosus,,False,Melianthus villosus,377280
NC_023259.1,genomic DNA,157291,Viviania marifolia,266245-2,Francoaceae,Viviania,marifolia,,False,Viviania marifolia,28971
NC_023260.1,genomic DNA,165002,Hypseocharis bilobata,126651-2,Geraniaceae,Hypseocharis,bilobata,,False,Hypseocharis bilobata,253189
NC_023261.1,genomic DNA,173374,Pelargonium alternans,375611-1,Geraniaceae,Pelargonium,alternans,,False,Pelargonium alternans,73178
NC_023356.1,genomic DNA,103835,Petrosavia stellaris,539776-1,Petrosaviaceae,Petrosavia,stellaris,,False,Petrosavia stellaris,120072
NC_023357.1,genomic DNA,151733,Agrostemma githago,150316-1,Caryophyllaceae,Agrostemma,githago,,False,Agrostemma githago,39848
NC_023359.1,genomic DNA,148081,Silene chalcedonica,157059-1,Caryophyllaceae,Silene,chalcedonica,,False,Silene chalcedonica,39855
NC_023449.1,genomic DNA,140344,Puelia olyriformis,419210-1,Poaceae,Puelia,olyriformis,,False,Puelia olyriformis,93677
NC_023463.1,genomic DNA,147147,Pinguicula ehlersiae,928596-1,Lentibulariaceae,Pinguicula,ehlersiae,,False,Pinguicula ehlersiae,192264
NC_023464.1,genomic DNA,65533,Orobanche gracilis,662378-1,Orobanchaceae,Orobanche,gracilis,,False,Orobanche gracilis,223107
